batch,target,bytes,target_sha256,retained_path,retained_sha256,restore_member,restore_recipe,risk,state
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/VB_images/Insert6_Edge1/VB0.291_Vc100.0_fz0.1.jpg,106830,720e6e5bc44cb63832f0422d7785466aa85404bf7d3debd6d753ea8e5e2ba16e,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/VB_images/Insert6_Edge1/VB0.291_Vc100.0_fz0.1.jpg,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/VB_images/Insert6_Edge1/VB0.291_Vc100.0_fz0.1_tag.jpg,124328,7c8b2390eaad3abf74816d70aaceffffa82a5585951c832a3374ea1a34188835,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/VB_images/Insert6_Edge1/VB0.291_Vc100.0_fz0.1_tag.jpg,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/VB_images/Insert9_Edge2/VB0.039_Vc100.0_fz0.1.jpg,108067,4b0cf0e83ec9af56173a230c55bdb542bc057981fb05749cf65fe539f35724ab,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/VB_images/Insert9_Edge2/VB0.039_Vc100.0_fz0.1.jpg,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/VB_images/Insert9_Edge2/VB0.039_Vc100.0_fz0.1_tag.jpg,121244,6ea0efffe938926c1622a1cece86b747773a2d46b94718e27fb07b1a27f7b9c2,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/VB_images/Insert9_Edge2/VB0.039_Vc100.0_fz0.1_tag.jpg,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_synced/Insert0Edge2_Vc100.0_fz0.1_ap1.5_VB0.0_Rep1.mat,237058360,d895d474f3e75d7caa278a222fdd063839a46d8632d4833be582913f7cba9091,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_synced/Insert0Edge2_Vc100.0_fz0.1_ap1.5_VB0.0_Rep1.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_synced/Insert1Edge1_Vc100.0_fz0.1_ap1.5_VB0.139_Rep1.mat,250982336,52346d93e50eec7e33789e967b666a67e08862077a8692e75753d729d70a2b5d,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_synced/Insert1Edge1_Vc100.0_fz0.1_ap1.5_VB0.139_Rep1.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_synced/Insert2Edge1_Vc100.0_fz0.1_ap1.5_VB0.12_Rep1.mat,236478632,d01f0f48df71b2c0b230da8957a78bf216f4b7589a7e985ea4bf67e5122a5a8c,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_synced/Insert2Edge1_Vc100.0_fz0.1_ap1.5_VB0.12_Rep1.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_synced/Insert3Edge1_Vc100.0_fz0.1_ap1.5_VB0.213_Rep2.mat,237855920,41b137829ea7608a2786ff7e1c3f215f378605a98f38874dff2abdccbaa6267e,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_synced/Insert3Edge1_Vc100.0_fz0.1_ap1.5_VB0.213_Rep2.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_synced/Insert4Edge1_Vc100.0_fz0.1_ap1.5_VB0.201_Rep1.mat,237102232,20e88f67bd9380f07521f8dad0032d4569b8e47c7e5b402dc51fcdb9d2064cbd,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_synced/Insert4Edge1_Vc100.0_fz0.1_ap1.5_VB0.201_Rep1.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_synced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.276_Rep1.mat,250800424,b558755122a57459e19154cc1acf4a23d70348e441e13563ba6f065b2a166644,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_synced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.276_Rep1.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_synced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.291_Rep1.mat,244002000,82e0b30712f6a9a4b547115c78cd8c7a6cefefa698faa0299ce68f075c8e7515,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_synced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.291_Rep1.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_synced/Insert9Edge2_Vc100.0_fz0.1_ap1.5_VB0.039_Rep2.mat,248971696,407b0507de9d4c5a49f63d0eed1a79fcd29d72fb1962c3cc04db48fd5cfa5973,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_synced/Insert9Edge2_Vc100.0_fz0.1_ap1.5_VB0.039_Rep2.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_unsynced/Insert0Edge2_Vc100.0_fz0.1_ap1.5_VB0.0_Rep1.mat,268327160,f86d55a2c51bf7700a3777ae7d79f4058c796ca01915071a5ffa3f0c19701b62,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_unsynced/Insert0Edge2_Vc100.0_fz0.1_ap1.5_VB0.0_Rep1.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_unsynced/Insert1Edge1_Vc100.0_fz0.1_ap1.5_VB0.139_Rep1.mat,268328960,3b1daaea803264df005d71534c053d3234c5aa2fa0eabfc8af0b49608a6c8462,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_unsynced/Insert1Edge1_Vc100.0_fz0.1_ap1.5_VB0.139_Rep1.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_unsynced/Insert2Edge1_Vc100.0_fz0.1_ap1.5_VB0.12_Rep1.mat,268308344,116f8fad8c794025fa2da5296f0faec60901102c0005e654d1fc8126aa846860,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_unsynced/Insert2Edge1_Vc100.0_fz0.1_ap1.5_VB0.12_Rep1.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_unsynced/Insert3Edge1_Vc100.0_fz0.1_ap1.5_VB0.213_Rep2.mat,268337664,3c9facc94b2af3bb5802affafefaa91c9ff4e1fed35606849df0d5da644a279a,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_unsynced/Insert3Edge1_Vc100.0_fz0.1_ap1.5_VB0.213_Rep2.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_unsynced/Insert4Edge1_Vc100.0_fz0.1_ap1.5_VB0.201_Rep1.mat,268302840,7738f43156875233ec5e18cb9642ea02f6508011e7939d07b41720d26358fbb2,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_unsynced/Insert4Edge1_Vc100.0_fz0.1_ap1.5_VB0.201_Rep1.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_unsynced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.276_Rep1.mat,268326392,905f9f2c1d0401db58f7880fdcb5bdd8ba89d66b202d183d2ccb817b9fdd5d5d,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_unsynced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.276_Rep1.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_unsynced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.291_Rep1.mat,268335360,9ed660fbfc617145da9f52afcd0acb8ab9aa432e4bcc08e14aaa4f60dca312e7,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_unsynced/Insert6Edge1_Vc100.0_fz0.1_ap1.5_VB0.291_Rep1.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
MUTCM_EXACT_SMALL_SUBSET_DUPLICATES,data/MU-TCM face-milling dataset/small_subset/signals_unsynced/Insert9Edge2_Vc100.0_fz0.1_ap1.5_VB0.039_Rep2.mat,268335616,86312acb9ffd164d08599ab9b869bd1a3e5c405e2c7f4513fbe534b051efec74,data/MU-TCM face-milling dataset/full_dataset.7z,c653f3dc2e762c9bfd21e8a9248cc12494ff6ae6e5991f93c4b6845a50f37223,full_dataset/signals_unsynced/Insert9Edge2_Vc100.0_fz0.1_ap1.5_VB0.039_Rep2.mat,BSDTAR_ARCHIVE_MEMBER_STREAM_ATOMIC,LOW_EXACT_ARCHIVE_MEMBER_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
IMS_EXACT_NESTED_DUPLICATES,data/ims/raw/IMS.7z,1075320408,c6925060e702708afc47261d349339d7cd97a98166161da6b29c377eb3e66f2c,data/ims/raw/4_Bearings.zip,21001ac266c465f5d345ec42d7b508c6a6328487fd9d4d7774422dd5ea10ad83,4. Bearings/IMS.7z,OUTER_ZIP_THEN_BSDTAR_7Z_ATOMIC,LOW_EXACT_NESTED_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
IMS_EXACT_NESTED_DUPLICATES,data/ims/raw/1st_test.rar,366567310,c25241571583948462a3916d97dc11c984a839f38a0da0907fff18c958c0a484,data/ims/raw/4_Bearings.zip,21001ac266c465f5d345ec42d7b508c6a6328487fd9d4d7774422dd5ea10ad83,1st_test.rar,OUTER_ZIP_THEN_BSDTAR_7Z_ATOMIC,LOW_EXACT_NESTED_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
IMS_EXACT_NESTED_DUPLICATES,data/ims/raw/2nd_test.rar,85581092,b154d5ba1ae5f7f01cdd4f1bde5b08cfdc2f3134d51ad2f6614b1270a86ab632,data/ims/raw/4_Bearings.zip,21001ac266c465f5d345ec42d7b508c6a6328487fd9d4d7774422dd5ea10ad83,2nd_test.rar,OUTER_ZIP_THEN_BSDTAR_7Z_ATOMIC,LOW_EXACT_NESTED_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
IMS_EXACT_NESTED_DUPLICATES,data/ims/raw/3rd_test.rar,609047134,01e9ec83c6c55adc0300a20003a261f9a2ac2b714aae4984050325e589252bc8,data/ims/raw/4_Bearings.zip,21001ac266c465f5d345ec42d7b508c6a6328487fd9d4d7774422dd5ea10ad83,3rd_test.rar,OUTER_ZIP_THEN_BSDTAR_7Z_ATOMIC,LOW_EXACT_NESTED_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
IMS_EXACT_NESTED_DUPLICATES,data/ims/raw/Readme Document for IMS Bearing Data.pdf,400443,cf46d37c21f7f292c11bbbdd4695d876c417ed1d6425e3d87c962ae2182ae6ed,data/ims/raw/4_Bearings.zip,21001ac266c465f5d345ec42d7b508c6a6328487fd9d4d7774422dd5ea10ad83,Readme Document for IMS Bearing Data.pdf,OUTER_ZIP_THEN_BSDTAR_7Z_ATOMIC,LOW_EXACT_NESTED_DUPLICATE,PRESERVE_PENDING_TRANSPARENT_ARCHIVE_READER
