path,bytes,compressed_bytes,crc32,volume_index_zero_based
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/68.csv,1329076,485126,e0564035,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/69.csv,1330058,484586,1db788f4,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/7.csv,1334436,479137,6e9da881,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/70.csv,1328661,485553,240eb6fb,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/71.csv,1328032,486475,450a3182,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/72.csv,1327869,486598,41968c16,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/73.csv,1328173,488049,c5a1656b,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/74.csv,1328941,488870,ab9c6ec3,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/75.csv,1325863,489848,1ebd13f6,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/76.csv,1324174,492493,de87ee03,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/77.csv,1326206,490575,d8c4ad36,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/78.csv,1323150,493059,6efff5a3,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/79.csv,1306503,499409,d5b8f50d,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/8.csv,1334291,478761,aa48d6ff,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/80.csv,1303239,500018,b7a7a155,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/81.csv,1302231,500166,42bd126a,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/82.csv,1302981,500116,06c9aed6,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/83.csv,1302597,500899,7c8b2bee,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/84.csv,1301041,501049,1dd3fdcc,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/85.csv,1300884,500873,651b3bcb,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/86.csv,1299610,500370,a1ced8d5,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/87.csv,1299298,500532,9b98c0df,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/88.csv,1297999,500697,efa2f63d,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/89.csv,1297557,500452,9593334e,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/9.csv,1334506,478839,4c6deec2,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/90.csv,1295816,500542,4f5667fe,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/91.csv,1296585,500845,e1f8a9fc,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/92.csv,1296636,500958,e95c75f0,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/93.csv,1295995,501380,80868916,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/94.csv,1295078,500614,27951028,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/95.csv,1294517,501207,0571addc,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/96.csv,1294641,501231,7f40b60d,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/97.csv,1293418,500991,47f8aa82,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/98.csv,1293854,501273,0cd58a1c,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_1/99.csv,1293194,500938,a83ec54e,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/1.csv,1334221,478865,7b4504e4,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/10.csv,1334639,478588,9cf19a8c,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/100.csv,1288031,500103,3a2bf91c,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/101.csv,1287632,499594,cbe42fe8,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/102.csv,1287698,499433,b5adbc3c,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/103.csv,1285088,499147,db84fbe2,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/104.csv,1284757,499606,8e59f3ec,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/105.csv,1283083,499064,8cee93b2,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/106.csv,1282899,499105,9927deaa,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/107.csv,1284603,499023,a9a0a175,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/108.csv,1285421,498654,4f5cf23c,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/109.csv,1288103,499576,ae66771a,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/11.csv,1334547,477205,dfe8ca4d,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/110.csv,1289981,499238,04226380,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/111.csv,1289535,499141,4a732d2f,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/112.csv,1290578,499151,9471e776,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/113.csv,1291586,498847,958d92f4,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/114.csv,1292059,499650,23097b9f,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/115.csv,1292337,499346,92b7c744,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/116.csv,1292863,499023,a443a086,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/117.csv,1291764,499200,ca354cfc,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/118.csv,1291561,500005,3d47dbb6,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/119.csv,1291361,499469,2a9b63a9,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/12.csv,1334294,477304,3bd46671,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/120.csv,1289798,499730,4a22bb12,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/121.csv,1289053,498518,7f159841,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/122.csv,1287590,499501,b65990fa,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/123.csv,1287442,498663,ebf08f25,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/124.csv,1286660,498740,29dec373,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/125.csv,1286144,498954,5cf4076f,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/126.csv,1283565,499568,193e5cad,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/127.csv,1284860,499869,1a37c81c,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/128.csv,1284341,500013,bb0a58f2,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/129.csv,1283344,498993,57b0ff1e,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/13.csv,1335588,477775,e446efae,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/130.csv,1282733,499585,f204fc67,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/131.csv,1282695,500210,90ab850c,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/132.csv,1282553,499525,7a2da204,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/133.csv,1283345,499678,d6e4c09d,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/134.csv,1283928,500417,5e5e86b6,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/135.csv,1284430,500211,aef2833e,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/136.csv,1284338,500898,99d31622,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/137.csv,1282870,501272,add21e05,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/138.csv,1282201,500779,fd3630c8,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/139.csv,1281668,500718,dcf316b8,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/14.csv,1336030,477672,92b24843,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/140.csv,1282188,500148,1f6b27eb,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/141.csv,1282681,499711,3f078711,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/142.csv,1283297,499607,14d5035b,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/143.csv,1284298,500118,f11869fc,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/144.csv,1284025,499563,f15bc50b,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/145.csv,1284271,500565,64b22023,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/146.csv,1283389,499995,0c4d4037,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/147.csv,1279939,499995,0cf61f1f,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/148.csv,1278514,499173,fda052e6,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/149.csv,1278711,499803,ab6192b2,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/15.csv,1335208,476478,fbe4741e,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/150.csv,1277898,499910,bd1a1868,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/151.csv,1277658,499720,0ff07d62,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/152.csv,1276224,498536,67190809,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/153.csv,1276639,499518,c4898dde,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/154.csv,1276232,499127,663b9dee,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/155.csv,1276659,499922,9514603b,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/156.csv,1275958,500386,8fe90385,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/157.csv,1276227,500281,fce57cb8,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/158.csv,1275986,500529,d6283b53,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/159.csv,1275414,500794,bc40d9ea,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/16.csv,1335968,476221,8298ce6a,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/160.csv,1275105,500653,77873a82,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/161.csv,1272821,500057,4fde8e3a,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/17.csv,1336757,476346,7978848e,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/18.csv,1333489,478076,7bc6a726,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/19.csv,1335492,476743,8802d078,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/2.csv,1334731,477830,0072ee7a,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/20.csv,1335246,476128,2c61beda,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/21.csv,1335120,477011,115c608a,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/22.csv,1336630,476137,b62a40ae,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/23.csv,1334751,476818,dd63dbed,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/24.csv,1334381,478042,08d5e1cf,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/25.csv,1334435,477923,124a0b07,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/26.csv,1336251,476828,45851339,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/27.csv,1336352,477982,86e11cb5,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/28.csv,1334612,476662,5cbf30c0,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/29.csv,1336055,477304,e39d2254,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/3.csv,1333908,479711,bcda6af0,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/30.csv,1335384,477074,1d7bd344,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/31.csv,1333802,476832,73f0ba17,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/32.csv,1328989,484683,dc2bcd86,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/33.csv,1329861,483173,fba96be5,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/34.csv,1329445,485611,ca7d2e0d,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/35.csv,1328529,485823,c02d75ea,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/36.csv,1328383,486434,e760ca58,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/37.csv,1326834,486930,569d9acd,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/38.csv,1326849,487495,e2964515,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/39.csv,1325248,488954,d2416329,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/4.csv,1334944,476756,c8666c59,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/40.csv,1325040,488936,f8253f76,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/41.csv,1323604,489738,fb7ca203,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/42.csv,1324539,489873,df642683,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/43.csv,1324567,489377,0bcb675f,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/44.csv,1324441,491394,1981fd72,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/45.csv,1325407,489448,e5e1a85d,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/46.csv,1322669,493282,0384f976,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/47.csv,1321784,494226,af5a862b,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/48.csv,1322266,492981,2a9b34cd,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/49.csv,1323670,491711,7c636b6d,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/5.csv,1335625,477109,dded6b1c,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/50.csv,1321195,492889,ae71bcc2,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/51.csv,1319631,494855,4b6dc596,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/52.csv,1320449,493464,46675199,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/53.csv,1317376,496333,0ab0c39e,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/54.csv,1316922,496158,56aaea52,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/55.csv,1316920,495212,2b9cc3f4,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/56.csv,1313666,498087,fd3a897e,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/57.csv,1309952,499159,bde86c99,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/58.csv,1305802,501450,1415b0c0,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/59.csv,1303968,501394,cc50ae08,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/6.csv,1336456,476273,de5ba4dc,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/60.csv,1302750,501561,2c003f27,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/61.csv,1303275,500853,94d39138,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/62.csv,1302765,500565,de26a927,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/63.csv,1300316,501754,1f5c92c9,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/64.csv,1291061,500340,8a94ff54,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/65.csv,1290924,500533,020e2816,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/66.csv,1289934,500268,ddfd3aed,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/67.csv,1289875,500934,3eeb3c65,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/68.csv,1288940,500942,6b8a9317,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/69.csv,1286062,499907,1f3109ea,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/7.csv,1334974,478620,5f9294f1,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/70.csv,1285308,499489,e42bdc65,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/71.csv,1285412,499225,10ee62ba,0
XJTU-SY_Bearing_Datasets/35Hz12kN/Bearing1_2/72.csv,1285122,498654,ba31608b,0
