dataset,pool,pool_path,pool_sha256,source_kind,class_id,source_index,rank
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,13,13
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,14,14
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,15,15
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,16,16
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,17,17
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,18,18
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,19,19
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,20,20
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,21,21
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,22,22
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,23,23
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,24,24
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,25,25
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,26,26
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,27,27
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,28,28
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,29,29
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,30,30
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,31,31
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,32,32
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,33,33
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,34,34
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,35,35
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,36,36
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,37,37
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,38,38
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,39,39
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,40,40
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,41,41
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,42,42
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,43,43
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,44,44
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,45,45
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,46,46
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,47,47
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,48,48
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,49,49
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,50,50
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,51,51
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,52,52
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,53,53
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,54,54
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,55,55
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,56,56
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,57,57
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,58,58
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,59,59
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,60,60
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,61,61
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,62,62
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,63,63
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,64,64
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,65,65
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,66,66
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,67,67
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,68,68
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,69,69
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,70,70
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,71,71
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,72,72
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,73,73
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,74,74
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,75,75
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,76,76
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,77,77
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,78,78
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,79,79
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,80,80
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,81,81
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,82,82
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,83,83
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,84,84
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,85,85
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,86,86
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,87,87
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,88,88
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,89,89
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,90,90
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,91,91
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,92,92
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,93,93
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,94,94
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,95,95
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,96,96
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,97,97
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,98,98
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,99,99
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,100,100
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,101,101
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,102,102
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,103,103
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,104,104
pu,llm,breeze/results/phaseA_v2_frozen_2026-07-06/breeze/runs/phaseA_v2_balanced/phaseA_v2_llm_k3_B150.npz,2118c800dfe8986dbf80e95e076e646a6a72c70d946a0aaa86058c6d1d3a145c,frozen_balanced_pool,0,105,105
