source_csv,baseline,model,n_real,seed,fold,heldout_file_id,true_class,pred_class,count
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,2,file_id_1,1,lead_screw_anomaly,normal_machining,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,2,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,63
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,2,file_id_1,1,lead_screw_anomaly,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,2,file_id_1,1,base_imbalance,normal_machining,4
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,2,file_id_1,1,base_imbalance,lead_screw_anomaly,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,2,file_id_1,1,base_imbalance,base_imbalance,162
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,3,file_id_1,1,normal_machining,normal_machining,187
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,3,file_id_1,1,normal_machining,lead_screw_anomaly,4
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,3,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,3,file_id_1,1,lead_screw_anomaly,normal_machining,23
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,3,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,4
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,3,file_id_1,1,lead_screw_anomaly,base_imbalance,36
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,3,file_id_1,1,base_imbalance,normal_machining,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,3,file_id_1,1,base_imbalance,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,3,file_id_1,1,base_imbalance,base_imbalance,167
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,4,file_id_1,1,normal_machining,normal_machining,180
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,4,file_id_1,1,normal_machining,lead_screw_anomaly,11
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,4,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,4,file_id_1,1,lead_screw_anomaly,normal_machining,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,4,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,45
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,4,file_id_1,1,lead_screw_anomaly,base_imbalance,18
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,4,file_id_1,1,base_imbalance,normal_machining,2
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,4,file_id_1,1,base_imbalance,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,4,file_id_1,1,base_imbalance,base_imbalance,165
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,5,file_id_1,1,normal_machining,normal_machining,191
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,5,file_id_1,1,normal_machining,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,5,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,5,file_id_1,1,lead_screw_anomaly,normal_machining,8
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,5,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,55
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,5,file_id_1,1,lead_screw_anomaly,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,5,file_id_1,1,base_imbalance,normal_machining,9
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,5,file_id_1,1,base_imbalance,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,5,file_id_1,1,base_imbalance,base_imbalance,158
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,6,file_id_1,1,normal_machining,normal_machining,166
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,6,file_id_1,1,normal_machining,lead_screw_anomaly,25
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,6,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,6,file_id_1,1,lead_screw_anomaly,normal_machining,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,6,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,39
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,6,file_id_1,1,lead_screw_anomaly,base_imbalance,24
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,6,file_id_1,1,base_imbalance,normal_machining,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,6,file_id_1,1,base_imbalance,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,6,file_id_1,1,base_imbalance,base_imbalance,166
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,7,file_id_1,1,normal_machining,normal_machining,163
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,7,file_id_1,1,normal_machining,lead_screw_anomaly,28
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,7,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,7,file_id_1,1,lead_screw_anomaly,normal_machining,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,7,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,2
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,7,file_id_1,1,lead_screw_anomaly,base_imbalance,61
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,7,file_id_1,1,base_imbalance,normal_machining,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,7,file_id_1,1,base_imbalance,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,7,file_id_1,1,base_imbalance,base_imbalance,166
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,8,file_id_1,1,normal_machining,normal_machining,172
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,8,file_id_1,1,normal_machining,lead_screw_anomaly,19
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,8,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,8,file_id_1,1,lead_screw_anomaly,normal_machining,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,8,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,8,file_id_1,1,lead_screw_anomaly,base_imbalance,63
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,8,file_id_1,1,base_imbalance,normal_machining,2
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,8,file_id_1,1,base_imbalance,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,8,file_id_1,1,base_imbalance,base_imbalance,165
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,9,file_id_1,1,normal_machining,normal_machining,171
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,9,file_id_1,1,normal_machining,lead_screw_anomaly,20
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,9,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,9,file_id_1,1,lead_screw_anomaly,normal_machining,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,9,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,3
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,9,file_id_1,1,lead_screw_anomaly,base_imbalance,60
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,9,file_id_1,1,base_imbalance,normal_machining,11
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,9,file_id_1,1,base_imbalance,lead_screw_anomaly,4
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,9,file_id_1,1,base_imbalance,base_imbalance,152
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,50,0,file_id_1,1,normal_machining,normal_machining,168
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,50,0,file_id_1,1,normal_machining,lead_screw_anomaly,23
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,50,0,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,50,0,file_id_1,1,lead_screw_anomaly,normal_machining,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,50,0,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,50,0,file_id_1,1,lead_screw_anomaly,base_imbalance,63
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,50,0,file_id_1,1,base_imbalance,normal_machining,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,50,0,file_id_1,1,base_imbalance,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,50,0,file_id_1,1,base_imbalance,base_imbalance,166
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,50,1,file_id_1,1,normal_machining,normal_machining,160
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,50,1,file_id_1,1,normal_machining,lead_screw_anomaly,31
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,50,1,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,50,1,file_id_1,1,lead_screw_anomaly,normal_machining,6
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,50,1,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,13
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,50,1,file_id_1,1,lead_screw_anomaly,base_imbalance,44
