sample_id,split,raw_class_id,class_name,display_name,source_file,file_id,window_index,start,end,n_rows,window_count_in_file
1_1_w0009,train,1,normal_machining,Normal machining,1_1_pre.csv,1,9,9216,11264,196608,191
1_1_w0010,train,1,normal_machining,Normal machining,1_1_pre.csv,1,10,10240,12288,196608,191
1_1_w0011,train,1,normal_machining,Normal machining,1_1_pre.csv,1,11,11264,13312,196608,191
1_1_w0012,train,1,normal_machining,Normal machining,1_1_pre.csv,1,12,12288,14336,196608,191
1_1_w0013,train,1,normal_machining,Normal machining,1_1_pre.csv,1,13,13312,15360,196608,191
1_1_w0014,train,1,normal_machining,Normal machining,1_1_pre.csv,1,14,14336,16384,196608,191
1_1_w0015,train,1,normal_machining,Normal machining,1_1_pre.csv,1,15,15360,17408,196608,191
1_1_w0016,train,1,normal_machining,Normal machining,1_1_pre.csv,1,16,16384,18432,196608,191
1_1_w0017,train,1,normal_machining,Normal machining,1_1_pre.csv,1,17,17408,19456,196608,191
1_1_w0018,train,1,normal_machining,Normal machining,1_1_pre.csv,1,18,18432,20480,196608,191
1_1_w0019,train,1,normal_machining,Normal machining,1_1_pre.csv,1,19,19456,21504,196608,191
1_1_w0020,train,1,normal_machining,Normal machining,1_1_pre.csv,1,20,20480,22528,196608,191
1_1_w0021,train,1,normal_machining,Normal machining,1_1_pre.csv,1,21,21504,23552,196608,191
1_1_w0022,train,1,normal_machining,Normal machining,1_1_pre.csv,1,22,22528,24576,196608,191
1_1_w0023,train,1,normal_machining,Normal machining,1_1_pre.csv,1,23,23552,25600,196608,191
1_1_w0024,train,1,normal_machining,Normal machining,1_1_pre.csv,1,24,24576,26624,196608,191
1_1_w0025,train,1,normal_machining,Normal machining,1_1_pre.csv,1,25,25600,27648,196608,191
1_1_w0026,train,1,normal_machining,Normal machining,1_1_pre.csv,1,26,26624,28672,196608,191
1_1_w0027,train,1,normal_machining,Normal machining,1_1_pre.csv,1,27,27648,29696,196608,191
1_1_w0028,train,1,normal_machining,Normal machining,1_1_pre.csv,1,28,28672,30720,196608,191
1_1_w0029,train,1,normal_machining,Normal machining,1_1_pre.csv,1,29,29696,31744,196608,191
1_1_w0030,train,1,normal_machining,Normal machining,1_1_pre.csv,1,30,30720,32768,196608,191
1_1_w0031,train,1,normal_machining,Normal machining,1_1_pre.csv,1,31,31744,33792,196608,191
1_1_w0032,train,1,normal_machining,Normal machining,1_1_pre.csv,1,32,32768,34816,196608,191
1_1_w0033,train,1,normal_machining,Normal machining,1_1_pre.csv,1,33,33792,35840,196608,191
1_1_w0034,train,1,normal_machining,Normal machining,1_1_pre.csv,1,34,34816,36864,196608,191
1_1_w0035,train,1,normal_machining,Normal machining,1_1_pre.csv,1,35,35840,37888,196608,191
1_1_w0036,train,1,normal_machining,Normal machining,1_1_pre.csv,1,36,36864,38912,196608,191
1_1_w0037,train,1,normal_machining,Normal machining,1_1_pre.csv,1,37,37888,39936,196608,191
1_1_w0038,train,1,normal_machining,Normal machining,1_1_pre.csv,1,38,38912,40960,196608,191
1_1_w0039,train,1,normal_machining,Normal machining,1_1_pre.csv,1,39,39936,41984,196608,191
1_1_w0040,train,1,normal_machining,Normal machining,1_1_pre.csv,1,40,40960,43008,196608,191
1_1_w0041,train,1,normal_machining,Normal machining,1_1_pre.csv,1,41,41984,44032,196608,191
1_1_w0042,train,1,normal_machining,Normal machining,1_1_pre.csv,1,42,43008,45056,196608,191
1_1_w0043,train,1,normal_machining,Normal machining,1_1_pre.csv,1,43,44032,46080,196608,191
1_1_w0044,train,1,normal_machining,Normal machining,1_1_pre.csv,1,44,45056,47104,196608,191
1_1_w0045,train,1,normal_machining,Normal machining,1_1_pre.csv,1,45,46080,48128,196608,191
1_1_w0046,train,1,normal_machining,Normal machining,1_1_pre.csv,1,46,47104,49152,196608,191
1_1_w0047,train,1,normal_machining,Normal machining,1_1_pre.csv,1,47,48128,50176,196608,191
1_1_w0048,train,1,normal_machining,Normal machining,1_1_pre.csv,1,48,49152,51200,196608,191
1_1_w0049,train,1,normal_machining,Normal machining,1_1_pre.csv,1,49,50176,52224,196608,191
1_1_w0050,train,1,normal_machining,Normal machining,1_1_pre.csv,1,50,51200,53248,196608,191
1_1_w0051,train,1,normal_machining,Normal machining,1_1_pre.csv,1,51,52224,54272,196608,191
1_1_w0052,train,1,normal_machining,Normal machining,1_1_pre.csv,1,52,53248,55296,196608,191
1_1_w0053,train,1,normal_machining,Normal machining,1_1_pre.csv,1,53,54272,56320,196608,191
1_1_w0054,train,1,normal_machining,Normal machining,1_1_pre.csv,1,54,55296,57344,196608,191
1_1_w0055,train,1,normal_machining,Normal machining,1_1_pre.csv,1,55,56320,58368,196608,191
1_1_w0056,train,1,normal_machining,Normal machining,1_1_pre.csv,1,56,57344,59392,196608,191
1_1_w0057,train,1,normal_machining,Normal machining,1_1_pre.csv,1,57,58368,60416,196608,191
1_1_w0058,train,1,normal_machining,Normal machining,1_1_pre.csv,1,58,59392,61440,196608,191
1_1_w0059,train,1,normal_machining,Normal machining,1_1_pre.csv,1,59,60416,62464,196608,191
1_1_w0060,train,1,normal_machining,Normal machining,1_1_pre.csv,1,60,61440,63488,196608,191
1_1_w0061,train,1,normal_machining,Normal machining,1_1_pre.csv,1,61,62464,64512,196608,191
1_1_w0062,train,1,normal_machining,Normal machining,1_1_pre.csv,1,62,63488,65536,196608,191
1_1_w0063,train,1,normal_machining,Normal machining,1_1_pre.csv,1,63,64512,66560,196608,191
1_1_w0064,train,1,normal_machining,Normal machining,1_1_pre.csv,1,64,65536,67584,196608,191
1_1_w0065,train,1,normal_machining,Normal machining,1_1_pre.csv,1,65,66560,68608,196608,191
1_1_w0066,train,1,normal_machining,Normal machining,1_1_pre.csv,1,66,67584,69632,196608,191
1_1_w0067,train,1,normal_machining,Normal machining,1_1_pre.csv,1,67,68608,70656,196608,191
1_1_w0068,train,1,normal_machining,Normal machining,1_1_pre.csv,1,68,69632,71680,196608,191
1_1_w0069,train,1,normal_machining,Normal machining,1_1_pre.csv,1,69,70656,72704,196608,191
1_1_w0070,train,1,normal_machining,Normal machining,1_1_pre.csv,1,70,71680,73728,196608,191
1_1_w0071,train,1,normal_machining,Normal machining,1_1_pre.csv,1,71,72704,74752,196608,191
1_1_w0072,train,1,normal_machining,Normal machining,1_1_pre.csv,1,72,73728,75776,196608,191
1_1_w0073,train,1,normal_machining,Normal machining,1_1_pre.csv,1,73,74752,76800,196608,191
1_1_w0074,train,1,normal_machining,Normal machining,1_1_pre.csv,1,74,75776,77824,196608,191
1_1_w0075,train,1,normal_machining,Normal machining,1_1_pre.csv,1,75,76800,78848,196608,191
1_1_w0076,train,1,normal_machining,Normal machining,1_1_pre.csv,1,76,77824,79872,196608,191
1_1_w0077,train,1,normal_machining,Normal machining,1_1_pre.csv,1,77,78848,80896,196608,191
1_1_w0078,train,1,normal_machining,Normal machining,1_1_pre.csv,1,78,79872,81920,196608,191
1_1_w0079,train,1,normal_machining,Normal machining,1_1_pre.csv,1,79,80896,82944,196608,191
1_1_w0080,train,1,normal_machining,Normal machining,1_1_pre.csv,1,80,81920,83968,196608,191
1_1_w0081,train,1,normal_machining,Normal machining,1_1_pre.csv,1,81,82944,84992,196608,191
1_1_w0082,train,1,normal_machining,Normal machining,1_1_pre.csv,1,82,83968,86016,196608,191
1_1_w0083,train,1,normal_machining,Normal machining,1_1_pre.csv,1,83,84992,87040,196608,191
1_1_w0084,train,1,normal_machining,Normal machining,1_1_pre.csv,1,84,86016,88064,196608,191
1_1_w0085,train,1,normal_machining,Normal machining,1_1_pre.csv,1,85,87040,89088,196608,191
1_1_w0086,train,1,normal_machining,Normal machining,1_1_pre.csv,1,86,88064,90112,196608,191
1_1_w0087,train,1,normal_machining,Normal machining,1_1_pre.csv,1,87,89088,91136,196608,191
1_1_w0088,train,1,normal_machining,Normal machining,1_1_pre.csv,1,88,90112,92160,196608,191
1_1_w0089,train,1,normal_machining,Normal machining,1_1_pre.csv,1,89,91136,93184,196608,191
1_1_w0090,train,1,normal_machining,Normal machining,1_1_pre.csv,1,90,92160,94208,196608,191
1_1_w0091,train,1,normal_machining,Normal machining,1_1_pre.csv,1,91,93184,95232,196608,191
1_1_w0092,train,1,normal_machining,Normal machining,1_1_pre.csv,1,92,94208,96256,196608,191
1_1_w0093,train,1,normal_machining,Normal machining,1_1_pre.csv,1,93,95232,97280,196608,191
1_1_w0094,train,1,normal_machining,Normal machining,1_1_pre.csv,1,94,96256,98304,196608,191
1_1_w0095,train,1,normal_machining,Normal machining,1_1_pre.csv,1,95,97280,99328,196608,191
1_1_w0096,train,1,normal_machining,Normal machining,1_1_pre.csv,1,96,98304,100352,196608,191
1_1_w0097,train,1,normal_machining,Normal machining,1_1_pre.csv,1,97,99328,101376,196608,191
1_1_w0098,train,1,normal_machining,Normal machining,1_1_pre.csv,1,98,100352,102400,196608,191
1_1_w0099,train,1,normal_machining,Normal machining,1_1_pre.csv,1,99,101376,103424,196608,191
1_1_w0100,train,1,normal_machining,Normal machining,1_1_pre.csv,1,100,102400,104448,196608,191
1_1_w0101,train,1,normal_machining,Normal machining,1_1_pre.csv,1,101,103424,105472,196608,191
1_1_w0102,train,1,normal_machining,Normal machining,1_1_pre.csv,1,102,104448,106496,196608,191
1_1_w0103,train,1,normal_machining,Normal machining,1_1_pre.csv,1,103,105472,107520,196608,191
1_1_w0104,train,1,normal_machining,Normal machining,1_1_pre.csv,1,104,106496,108544,196608,191
1_1_w0105,train,1,normal_machining,Normal machining,1_1_pre.csv,1,105,107520,109568,196608,191
1_1_w0106,train,1,normal_machining,Normal machining,1_1_pre.csv,1,106,108544,110592,196608,191
1_1_w0107,train,1,normal_machining,Normal machining,1_1_pre.csv,1,107,109568,111616,196608,191
1_1_w0108,train,1,normal_machining,Normal machining,1_1_pre.csv,1,108,110592,112640,196608,191
1_1_w0109,train,1,normal_machining,Normal machining,1_1_pre.csv,1,109,111616,113664,196608,191
1_1_w0110,train,1,normal_machining,Normal machining,1_1_pre.csv,1,110,112640,114688,196608,191
1_1_w0111,train,1,normal_machining,Normal machining,1_1_pre.csv,1,111,113664,115712,196608,191
1_1_w0112,train,1,normal_machining,Normal machining,1_1_pre.csv,1,112,114688,116736,196608,191
1_1_w0113,train,1,normal_machining,Normal machining,1_1_pre.csv,1,113,115712,117760,196608,191
1_1_w0114,train,1,normal_machining,Normal machining,1_1_pre.csv,1,114,116736,118784,196608,191
1_1_w0115,train,1,normal_machining,Normal machining,1_1_pre.csv,1,115,117760,119808,196608,191
1_1_w0116,train,1,normal_machining,Normal machining,1_1_pre.csv,1,116,118784,120832,196608,191
1_1_w0117,train,1,normal_machining,Normal machining,1_1_pre.csv,1,117,119808,121856,196608,191
1_1_w0118,train,1,normal_machining,Normal machining,1_1_pre.csv,1,118,120832,122880,196608,191
1_1_w0119,train,1,normal_machining,Normal machining,1_1_pre.csv,1,119,121856,123904,196608,191
1_1_w0120,train,1,normal_machining,Normal machining,1_1_pre.csv,1,120,122880,124928,196608,191
1_1_w0121,train,1,normal_machining,Normal machining,1_1_pre.csv,1,121,123904,125952,196608,191
1_1_w0122,train,1,normal_machining,Normal machining,1_1_pre.csv,1,122,124928,126976,196608,191
1_1_w0123,train,1,normal_machining,Normal machining,1_1_pre.csv,1,123,125952,128000,196608,191
1_1_w0124,train,1,normal_machining,Normal machining,1_1_pre.csv,1,124,126976,129024,196608,191
1_1_w0125,train,1,normal_machining,Normal machining,1_1_pre.csv,1,125,128000,130048,196608,191
1_1_w0126,train,1,normal_machining,Normal machining,1_1_pre.csv,1,126,129024,131072,196608,191
1_1_w0127,train,1,normal_machining,Normal machining,1_1_pre.csv,1,127,130048,132096,196608,191
1_1_w0128,train,1,normal_machining,Normal machining,1_1_pre.csv,1,128,131072,133120,196608,191
1_1_w0129,train,1,normal_machining,Normal machining,1_1_pre.csv,1,129,132096,134144,196608,191
1_1_w0130,train,1,normal_machining,Normal machining,1_1_pre.csv,1,130,133120,135168,196608,191
1_1_w0131,train,1,normal_machining,Normal machining,1_1_pre.csv,1,131,134144,136192,196608,191
1_1_w0132,train,1,normal_machining,Normal machining,1_1_pre.csv,1,132,135168,137216,196608,191
1_1_w0133,train,1,normal_machining,Normal machining,1_1_pre.csv,1,133,136192,138240,196608,191
1_1_w0134,train,1,normal_machining,Normal machining,1_1_pre.csv,1,134,137216,139264,196608,191
1_1_w0135,train,1,normal_machining,Normal machining,1_1_pre.csv,1,135,138240,140288,196608,191
1_1_w0136,train,1,normal_machining,Normal machining,1_1_pre.csv,1,136,139264,141312,196608,191
1_1_w0137,train,1,normal_machining,Normal machining,1_1_pre.csv,1,137,140288,142336,196608,191
1_1_w0138,train,1,normal_machining,Normal machining,1_1_pre.csv,1,138,141312,143360,196608,191
1_1_w0139,train,1,normal_machining,Normal machining,1_1_pre.csv,1,139,142336,144384,196608,191
1_1_w0140,train,1,normal_machining,Normal machining,1_1_pre.csv,1,140,143360,145408,196608,191
1_1_w0141,train,1,normal_machining,Normal machining,1_1_pre.csv,1,141,144384,146432,196608,191
1_1_w0142,train,1,normal_machining,Normal machining,1_1_pre.csv,1,142,145408,147456,196608,191
1_1_w0143,train,1,normal_machining,Normal machining,1_1_pre.csv,1,143,146432,148480,196608,191
1_1_w0144,train,1,normal_machining,Normal machining,1_1_pre.csv,1,144,147456,149504,196608,191
1_1_w0145,train,1,normal_machining,Normal machining,1_1_pre.csv,1,145,148480,150528,196608,191
1_1_w0146,train,1,normal_machining,Normal machining,1_1_pre.csv,1,146,149504,151552,196608,191
1_1_w0147,train,1,normal_machining,Normal machining,1_1_pre.csv,1,147,150528,152576,196608,191
1_1_w0148,train,1,normal_machining,Normal machining,1_1_pre.csv,1,148,151552,153600,196608,191
1_1_w0149,train,1,normal_machining,Normal machining,1_1_pre.csv,1,149,152576,154624,196608,191
1_1_w0150,train,1,normal_machining,Normal machining,1_1_pre.csv,1,150,153600,155648,196608,191
1_1_w0151,train,1,normal_machining,Normal machining,1_1_pre.csv,1,151,154624,156672,196608,191
1_1_w0152,train,1,normal_machining,Normal machining,1_1_pre.csv,1,152,155648,157696,196608,191
1_1_w0153,train,1,normal_machining,Normal machining,1_1_pre.csv,1,153,156672,158720,196608,191
1_1_w0154,train,1,normal_machining,Normal machining,1_1_pre.csv,1,154,157696,159744,196608,191
1_1_w0155,train,1,normal_machining,Normal machining,1_1_pre.csv,1,155,158720,160768,196608,191
1_1_w0156,train,1,normal_machining,Normal machining,1_1_pre.csv,1,156,159744,161792,196608,191
1_1_w0157,train,1,normal_machining,Normal machining,1_1_pre.csv,1,157,160768,162816,196608,191
1_1_w0158,train,1,normal_machining,Normal machining,1_1_pre.csv,1,158,161792,163840,196608,191
1_1_w0159,train,1,normal_machining,Normal machining,1_1_pre.csv,1,159,162816,164864,196608,191
1_1_w0160,train,1,normal_machining,Normal machining,1_1_pre.csv,1,160,163840,165888,196608,191
1_1_w0161,train,1,normal_machining,Normal machining,1_1_pre.csv,1,161,164864,166912,196608,191
1_1_w0162,train,1,normal_machining,Normal machining,1_1_pre.csv,1,162,165888,167936,196608,191
1_1_w0163,train,1,normal_machining,Normal machining,1_1_pre.csv,1,163,166912,168960,196608,191
1_1_w0164,train,1,normal_machining,Normal machining,1_1_pre.csv,1,164,167936,169984,196608,191
1_1_w0165,train,1,normal_machining,Normal machining,1_1_pre.csv,1,165,168960,171008,196608,191
1_1_w0166,train,1,normal_machining,Normal machining,1_1_pre.csv,1,166,169984,172032,196608,191
1_1_w0167,train,1,normal_machining,Normal machining,1_1_pre.csv,1,167,171008,173056,196608,191
1_1_w0168,train,1,normal_machining,Normal machining,1_1_pre.csv,1,168,172032,174080,196608,191
1_1_w0169,train,1,normal_machining,Normal machining,1_1_pre.csv,1,169,173056,175104,196608,191
1_1_w0170,train,1,normal_machining,Normal machining,1_1_pre.csv,1,170,174080,176128,196608,191
1_1_w0171,train,1,normal_machining,Normal machining,1_1_pre.csv,1,171,175104,177152,196608,191
1_1_w0172,train,1,normal_machining,Normal machining,1_1_pre.csv,1,172,176128,178176,196608,191
1_1_w0173,train,1,normal_machining,Normal machining,1_1_pre.csv,1,173,177152,179200,196608,191
1_1_w0174,train,1,normal_machining,Normal machining,1_1_pre.csv,1,174,178176,180224,196608,191
1_1_w0175,train,1,normal_machining,Normal machining,1_1_pre.csv,1,175,179200,181248,196608,191
1_1_w0176,train,1,normal_machining,Normal machining,1_1_pre.csv,1,176,180224,182272,196608,191
1_1_w0177,train,1,normal_machining,Normal machining,1_1_pre.csv,1,177,181248,183296,196608,191
1_1_w0178,train,1,normal_machining,Normal machining,1_1_pre.csv,1,178,182272,184320,196608,191
1_1_w0179,train,1,normal_machining,Normal machining,1_1_pre.csv,1,179,183296,185344,196608,191
1_1_w0180,train,1,normal_machining,Normal machining,1_1_pre.csv,1,180,184320,186368,196608,191
1_1_w0181,train,1,normal_machining,Normal machining,1_1_pre.csv,1,181,185344,187392,196608,191
1_1_w0182,train,1,normal_machining,Normal machining,1_1_pre.csv,1,182,186368,188416,196608,191
1_1_w0183,train,1,normal_machining,Normal machining,1_1_pre.csv,1,183,187392,189440,196608,191
1_1_w0184,train,1,normal_machining,Normal machining,1_1_pre.csv,1,184,188416,190464,196608,191
1_1_w0185,train,1,normal_machining,Normal machining,1_1_pre.csv,1,185,189440,191488,196608,191
1_1_w0186,train,1,normal_machining,Normal machining,1_1_pre.csv,1,186,190464,192512,196608,191
1_1_w0187,train,1,normal_machining,Normal machining,1_1_pre.csv,1,187,191488,193536,196608,191
1_1_w0188,train,1,normal_machining,Normal machining,1_1_pre.csv,1,188,192512,194560,196608,191
1_1_w0189,train,1,normal_machining,Normal machining,1_1_pre.csv,1,189,193536,195584,196608,191
1_1_w0190,train,1,normal_machining,Normal machining,1_1_pre.csv,1,190,194560,196608,196608,191
1_2_w0000,train,1,normal_machining,Normal machining,1_2_pre.csv,2,0,0,2048,180224,175
1_2_w0001,train,1,normal_machining,Normal machining,1_2_pre.csv,2,1,1024,3072,180224,175
1_2_w0002,train,1,normal_machining,Normal machining,1_2_pre.csv,2,2,2048,4096,180224,175
1_2_w0003,train,1,normal_machining,Normal machining,1_2_pre.csv,2,3,3072,5120,180224,175
1_2_w0004,train,1,normal_machining,Normal machining,1_2_pre.csv,2,4,4096,6144,180224,175
1_2_w0005,train,1,normal_machining,Normal machining,1_2_pre.csv,2,5,5120,7168,180224,175
1_2_w0006,train,1,normal_machining,Normal machining,1_2_pre.csv,2,6,6144,8192,180224,175
1_2_w0007,train,1,normal_machining,Normal machining,1_2_pre.csv,2,7,7168,9216,180224,175
1_2_w0008,train,1,normal_machining,Normal machining,1_2_pre.csv,2,8,8192,10240,180224,175
1_2_w0009,train,1,normal_machining,Normal machining,1_2_pre.csv,2,9,9216,11264,180224,175
1_2_w0010,train,1,normal_machining,Normal machining,1_2_pre.csv,2,10,10240,12288,180224,175
1_2_w0011,train,1,normal_machining,Normal machining,1_2_pre.csv,2,11,11264,13312,180224,175
1_2_w0012,train,1,normal_machining,Normal machining,1_2_pre.csv,2,12,12288,14336,180224,175
1_2_w0013,train,1,normal_machining,Normal machining,1_2_pre.csv,2,13,13312,15360,180224,175
1_2_w0014,train,1,normal_machining,Normal machining,1_2_pre.csv,2,14,14336,16384,180224,175
1_2_w0015,train,1,normal_machining,Normal machining,1_2_pre.csv,2,15,15360,17408,180224,175
1_2_w0016,train,1,normal_machining,Normal machining,1_2_pre.csv,2,16,16384,18432,180224,175
1_2_w0017,train,1,normal_machining,Normal machining,1_2_pre.csv,2,17,17408,19456,180224,175
1_2_w0018,train,1,normal_machining,Normal machining,1_2_pre.csv,2,18,18432,20480,180224,175
1_2_w0019,train,1,normal_machining,Normal machining,1_2_pre.csv,2,19,19456,21504,180224,175
1_2_w0020,train,1,normal_machining,Normal machining,1_2_pre.csv,2,20,20480,22528,180224,175
