method,n_real,n_syn,seed,train_sample_count,acc,macro_f1,f1_normal_machining,f1_lead_screw_anomaly,f1_base_imbalance,confusion
noise_aug,50,20,6,210,0.29571984435797666,0.331371087928465,0.15,0.26229508196721313,0.5818181818181818,"[[12,59,0],[76,32,11],[1,34,32]]"
s_b_carrier_mix,50,20,6,210,0.311284046692607,0.3101405556648524,0.11594202898550725,0.35294117647058826,0.46153846153846156,"[[8,63,0],[58,48,13],[1,42,24]]"
real_only,50,0,7,150,0.35019455252918286,0.3457827575474634,0.15873015873015872,0.3492063492063492,0.5294117647058824,"[[10,58,3],[45,44,30],[0,31,36]]"
noise_aug,50,20,7,210,0.3151750972762646,0.31666730355254946,0.15151515151515152,0.3230769230769231,0.47540983606557374,"[[10,61,0],[51,42,26],[0,38,29]]"
s_b_carrier_mix,50,20,7,210,0.3540856031128405,0.3344698700598732,0.1834862385321101,0.37547892720306514,0.4444444444444444,"[[10,58,3],[28,49,42],[0,35,32]]"
real_only,50,0,8,150,0.3657587548638132,0.39222810734463276,0.16,0.3135593220338983,0.703125,"[[12,58,1],[67,37,15],[0,22,45]]"
noise_aug,50,20,8,210,0.42412451361867703,0.4502339787266258,0.17567567567567569,0.37815126050420167,0.796875,"[[13,58,0],[64,45,10],[0,16,51]]"
s_b_carrier_mix,50,20,8,210,0.40077821011673154,0.4068644870883677,0.11940298507462686,0.35833333333333334,0.7428571428571429,"[[8,63,0],[55,43,21],[0,15,52]]"
real_only,50,0,9,150,0.45136186770428016,0.4120288813436104,0.14,0.4591439688715953,0.6369426751592356,"[[7,62,2],[22,59,38],[0,17,50]]"
noise_aug,50,20,9,210,0.4046692607003891,0.42688748986502595,0.16551724137931034,0.3651452282157676,0.75,"[[12,59,0],[62,44,13],[0,19,48]]"
s_b_carrier_mix,50,20,9,210,0.4357976653696498,0.46443514644351463,0.2,0.39330543933054396,0.8,"[[15,56,0],[64,47,8],[0,17,50]]"
